ticket,cls,verdict,hits,missing,bad_paths,desc
S6-B1769a,CLOSED,SYMBOL_MISSING,,scripts/migrate_execution_queue.py,," OWNER RULING ADOPTED - 6-CLASS VOCABULARY | DONE / DROPPED / BLOCKED / DEFERRED / OPEN / RUNNING, mandatory r"
S6-B1769b,CLOSED,NO_CLAIM,,,," MIGRATION: 688 IN, 688 OUT, LOSSLESS ASSERTED | 39.4pct of classes INFERRED from row text, every one tagged, "
S6-B1769c,CLOSED,SYMBOL_PRESENT,DEFERRED,,, COUNCIL'S BLANKET DEFERRED DEFAULT REJECTED ON MEASUREMENT | 71.7pct of the 187 prose rows record COMPLETED w
S6-B1769d,CLOSED,NO_CLAIM,,,, 3 MIGRATION DEFECTS CAUGHT BY THE DRY RUN | (1) 34 of 688 rows carry a PLAIN label - the regex skipped them s
S6-B1769e,CLOSED,SYMBOL_PRESENT,require_each;scan_queue_vocabulary,,, #247 MECHANISM ATTACHED - scanqueuevocabulary | The item shipped JUDGMENT-ONLY pending this ruling; the mecha
S6-B1769f,CLOSED,SYMBOL_PRESENT,scan_queue_not_updated,,, #249 PER-TURN GATE - scanqueuenotupdated | Accepts NO-QUEUE-CHANGE: <reason>. The council's Contrarian was ri
S6-B1769g,CLOSED,NO_CLAIM,,,," CORRECTION: THE QUEUE HAS 688 ROWS, NOT 641 | I reported 641 twice; that figure came from a regex requiring b"
S6-B1769h,DEFERRED,NO_CLAIM,,,, STRUCTURED STORE (CSV/SQLITE) NOT ADOPTED | reason: deliberately out of scope - the owner ruled on a VOCABULA
S6-B1769i,OPEN,SYMBOL_PRESENT,blocks,resolves_learning,, LINK TICKET -> LEARNING -> CHECKLIST -> GATE | reason: not started - the Expansionist's proposal to add resol
S6-B1769j,OPEN,NO_CLAIM,,,, 271 INFERRED CLASSES UNREVIEWED | reason: not started - 39.4pct of migrated rows carry [inferred] provenance 
S6-B1770a,CLOSED,SYMBOL_MISSING,,scripts/rho_selector_falsification.py,," THE -0.8 FALSIFICATION TEST RAN - L502'S HYPOTHESIS IS HALF RIGHT | scripts/rhoselectorfalsification.py, offl"
S6-B1770b,OPEN,SYMBOL_PRESENT,next_pivot_target,,, RESIDUAL INVERSION IS CONCENTRATED IN nextpivottarget | reason: not started - with the selector held fixed th
S6-B1770c,CLOSED,NO_CLAIM,,,, COUNCIL VERDICT: THE -0.8 SUPERSEDED THE ENFORCEMENT BACKLOG | 4 of 5 advisors independently said drop everyt
S6-B1770d,CLOSED,NO_CLAIM,,,, GATE EFFICACY MEASURED INSTEAD OF ARGUED | The Outsider claimed the enforcement layer does not work since the
S6-B1770e,OPEN,SYMBOL_PRESENT,is_sharpe;sharpe,b1714_regrade_*,, b1714regrade ARTIFACTS HAVE NO GRADABLE ROWS | reason: not started - both files parsed but yielded zero rows 
S6-B1771a,CLOSED,SYMBOL_PRESENT,signals_at_entry,,," ROOT CAUSE FOUND - signalsatentry NOT PERSISTED PRE-2025-02-06 | Measured across 133 strategies / 8,374 trade"
S6-B1771b,OPEN,SYMBOL_PRESENT,output_batch_A_150,,, REFRAMED - THE RESIDUAL IS UNEXPLAINED AGAIN | reason: not started - the -0.8 chain is now half exit-selector
S6-B1771c,OPEN,SYMBOL_PRESENT,regime_by_date;regime_flip;signals_at_entry;time_stop_20d,max_days_20,," regimeflip NEVER FLIPS - 100pct maxdays20 IN BOTH PERIODS | reason: needs owner ruling - same class, second e"
S6-B1771d,OPEN,SYMBOL_PRESENT,exit_next_pivot;fixed_4r_2r,fixed_target_3atr,, fixedtarget3atr IS NAMED IN AN ERROR MESSAGE BUT IS NOT REGISTERED | reason: not started - B1748's exitnextpi
S6-B1771e,CLOSED,SYMBOL_PRESENT,next_pivot_target,fixed_target_3atr,, MY OWN CROSS-CHECK MATCHED AN EMPTY SET | The byte-identity discriminator compared nextpivottarget against fi
S6-B1771f,CLOSED,SYMBOL_PRESENT,exit_fixed_target;max_days,,, maxdays CANNOT CLASSIFY A TRADE - BOTH PATHS EMIT IT | The genuine pivot path and exitfixedtarget both emit m
S6-B1772a,CLOSED,SYMBOL_PRESENT,regime_flip;reverse_signal;smart_money_reversal,max_days_20,, 3 OF 26 EXITS ARE NAMED AFTER SOMETHING THEY NEVER DO | regimeflip 100pct maxdays20 (never flips); smartmoney
S6-B1772b,OPEN,SYMBOL_MISSING,,exits_effective ~16 of 26,, exitseffective ~16 of 26 INVALIDATES THE 0.369 NOISE FLOOR | reason: needs owner ruling - the selection-noise
S6-B1772c,CLOSED,SYMBOL_MISSING,,regime_flip == time_stop_20d,," B1771 CONFIRMED BY AN INDEPENDENT METHOD | regimeflip == timestop20d on 100.0pct of 7,319 shared trades by ou"
S6-B1772d,CLOSED,SYMBOL_PRESENT,time_stop_20d,atr_trail_1x -> atr_trailing_stop,," TWO DEFECTS IN MY OWN LENSES, BOTH FOUND BY RUNNING THEM | v1 flagged timestop20d firing timestop20d - the ex"
S6-B1772e,OPEN,SYMBOL_PRESENT,measure_degraded_exits.py;regime_flip,,, RUNBOOK CAVEAT ROW IS STALE AND SHOULD POINT AT THE SCRIPT | reason: not started - MANDATORY POST-CONFIG step
S6-B1773a,CLOSED,SYMBOL_PRESENT,_affirms;_marker_hits,,, THE EXEMPTION SIDE WAS THE UNHARDENED HALF | B1767 word-bounded the TRIGGER (markerhits) and left the EXEMPTI
S6-B1773b,CLOSED,NO_CLAIM,,,, CLASS B - PHRASE NEGATION - WAS ENTIRELY UNADDRESSED | 5 collisions are word-internal (measured/unmeasured) a
S6-B1773c,CLOSED,SYMBOL_PRESENT,QUANT_CLAIMS,,," I DECLARED IT ""CONFIRMED LIVE"" ON A VACUOUS PROBE | My test sentence contained no QUANTCLAIMS phrase, so the "
S6-B1773d,CLOSED,SYMBOL_PRESENT,PROOF_PHRASES,,, SAME SHAPE A THIRD TIME - PROBED A LIST WITH WORDS NOT IN IT | Tested PROOFPHRASES with reproduced and verifi
S6-B1773e,CLOSED,SYMBOL_PRESENT,_affirms,,," TWO DEFECTS IN affirms ITSELF, BOTH FROM RUNNING IT | Backward-only missed ""the benchmark was NOT executed""; "
S6-B1773f,CLOSED,NO_CLAIM,,,," MY OWN TICKET WAS WRONG - THE SWEEP CAN DECIDE | It claimed the remaining match sites ""each need a judgment c"
S6-B1774a,CLOSED,SYMBOL_PRESENT,Edit;OPEN_EVIDENCE;Write;_tool_invocations,,, WRITING ANY FILE COUNTED AS INSPECTING THE DATA | filepath is an OPENEVIDENCE marker and every Write/Edit car
S6-B1774b,CLOSED,SYMBOL_PRESENT,Write,,, MENTION-VS-USE WAS NEVER FIXED ON THE TOOL SIDE | A Write whose CONTENT mentioned grep satisfied the exemptio
S6-B1774c,CLOSED,SYMBOL_PRESENT,scan_retroactive_sweep,,," MY CLASSIFIER HAD THE DEFECT IT WAS BUILT TO FIND | Its negation test was a flat UnaryOp check, so a negation"
S6-B1774d,CLOSED,SYMBOL_PRESENT,_affirms;scan_unverified_structure,used_tools & set(INSPECTION_TOOLS,, ONE FLAGGED SITE WAS A FALSE POSITIVE - CHECKING BEAT CONVERTING | scanunverifiedstructure uses usedtools & s
S6-B1774e,OPEN,SYMBOL_PRESENT,FIX_WORDS;MECH;RECORD_ONLY_MARKERS,,, 12 DETECTION SITES STILL ON RAW in | reason: not started - detections are the safe half (loose ones only over
S6-B1775a,CLOSED,SYMBOL_PRESENT,signals_at_entry,,, RETRACTION - THE GAP AND THE RHO ARE FROM DIFFERENT CUBES | B1771 attributed L525's residual rho = -0.73 to t
S6-B1775b,CLOSED,SYMBOL_MISSING,,scripts/post_config_sweep.py,," POST-CONFIG STEP 3 IS NOW A SCRIPT, NOT A HAND-RUN TABLE | scripts/postconfigsweep.py executes all 10 step-3 "
S6-B1775c,OPEN,SYMBOL_PRESENT,ci_lo,,, WAVE 1 STEP-3 FAILURES | reason: not started - span50: 4 of top-5-by-sharpe carry a NEGATIVE cilo (the L455 d
S6-B1775d,OPEN,SYMBOL_PRESENT,breakeven_plus_trail;hybrid_50pct_target;next_pivot_target;r_multiple_2r,,, ONLY 6 OF 26 EXITS EVER WIN A GRID ROW | reason: needs owner ruling - across 300 graded rows in each wave-1 c
S6-B1775e,CLOSED,SYMBOL_PRESENT,output_batch_A_150,,, WAVE 1 IS CLEAN OF THE PERSISTENCE GAP - THE ENGINE IS NOT CURRENTLY BROKEN | Genuine-pivot share 54.5pct bef
S6-B1776a,DROPPED,NO_CLAIM,,,," RETRACTED - THE ""271 CLOSED"" FIGURE WAS WRONG | reason: superseded by S6-B1777a. I computed created - open = "
S6-B1776b,CLOSED,SYMBOL_PRESENT,audit_ticket_staleness.py;test_b1776_ticket_staleness_probes_are_live,,, #256 MECHANISED - auditticketstaleness.py | Re-derives probeable ticket claims and prints today's value. Thir
S6-B1776c,OPEN,NO_CLAIM,,,, 60 OF 69 OPEN TICKETS CARRY A NUMBER | reason: not started - each is a past-tense measurement that reads like
S6-B1777a,CLOSED,NO_CLAIM,,,," OWNER-CAUGHT - 13 CLOSED, NOT 271 | Owner: ""271 closed in 48h? This appears highly inaccurate."" Measured: 320"
S6-B1777b,CLOSED,SYMBOL_PRESENT,require_each,,," OWNER-CAUGHT - TICKET COUNT UNDERSTATES WORK ~3x | Owner: ""21 enforcement tickets itself is incorrect. We had"
S6-B1777c,CLOSED,SYMBOL_MISSING,,output_audit/b1777_done_claim_audit.csv;scripts/audit_done_claims.py,," DONE CLAIMS AUDITED AGAINST GIT, NOT PROSE | scripts/auditdoneclaims.py joins ticket -> batch -> commit -> fi"
S6-B1777d,OPEN,NO_CLAIM,,,," 27 ROWS ACROSS 13 BATCHES, 12 OF WHICH GIT NEVER MENTIONS | reason: partially traced - the batches are 1533-1"
S6-B1777e,CLOSED,SYMBOL_PRESENT,cfg_swing_length;scan_postfix_recheck,,," TRACED - THE ROWS WERE WRITTEN AT DECISION TIME, NOT LANDING TIME | git log -S: cfgswinglength landed at B162"
S6-B1777f,CLOSED,NO_CLAIM,,,," MY OWN AUDITOR HAD TWO DEFECTS, FIXED BEFORE REPORTING | (1) combined-batch commits (B1760/B1761:) matched on"
S6-B1777g,CLOSED,NO_CLAIM,,,," COUNCIL BLIND SPOT REJECTED ON EVIDENCE | One advisor read 87pct born-DONE as ""a real 87pct fabrication rate."
S6-B1777h,OPEN,SYMBOL_PRESENT,CLOSED;DONE,,," RECOMMENDATION FILED - VERIFIED-vs-CLAIMED, NOT LOG-vs-TABLE | reason: awaiting owner ruling. Recommendation:"
S6-B1778a,DONE,SYMBOL_PRESENT,promote_verified_closed.py,,," OWNER RULING IMPLEMENTED - DONE != CLOSED | ""Closed is only to be marked once you have verified their work ag"
S6-B1778b,DONE,SYMBOL_PRESENT,scan_unverified_count,,," ROOT CAUSE - 30 GATES READ PROSE, NONE READ ARITHMETIC | 271 carries no marker string. The Contrarian called "
S6-B1778c,CLOSED,SYMBOL_PRESENT,is_dual,"build_phase_1b_roster.py:156;r""_short<BS>\s*=""",," THE NEW GATE FOUND A LIVE PRODUCTION DEFECT ON ITS FIRST RUN | buildphase1broster.py:156 held r""short<BS>\s="""
S6-B1778d,DONE,SYMBOL_PRESENT,test_b1778_no_control_chars_in_gate_scripts,verify_turn_compliance.py:940,, THIRD BACKSPACE OCCURRENCE; A COMMENT HAS RECORDED IT SINCE B1721b | verifyturncompliance.py:940 carries a co
S6-B1778e,DONE,NO_CLAIM,,,, DRY RUN BLOCKED ME PROMOTING 4 DROPPED ROWS TO CLOSED | They would have been promoted on code evidence from t
